booking_id,client_id,walker_id,pet_id,service_type,scheduled_at,duration_min,zip,lat,lng,base_price,surge_multiplier,final_price,status,hour_of_day,day_of_week,month,is_peak_hour,is_weekend
B005277,C0031,W0008,P0006,walk_30,2024-01-24T07:00:00,30,07208,40.6734,-74.1987,16.0,1.3321,21.31,completed,7,2,1,1,0
B005278,C0031,W0005,P0006,walk_30,2024-01-24T18:30:00,30,07208,40.6734,-74.1987,16.0,1.2244,19.59,completed,18,2,1,1,0
B005279,C0031,W0008,P0006,walk_30,2024-01-25T08:15:00,30,07208,40.6734,-74.1987,16.0,1.2735,20.38,completed,8,3,1,1,0
B005280,C0032,W0008,P0038,overnight,2024-01-23T07:00:00,720,07018,40.7537,-74.2321,55.0,1.3028,71.65,completed,7,1,1,1,0
B005281,C0032,W0004,P0038,walk_30,2024-01-25T19:00:00,30,07018,40.7537,-74.2321,16.0,1.1331,18.13,completed,19,3,1,1,0
B005282,C0033,W0006,P0007,walk_30,2024-01-27T20:30:00,30,07042,40.8098,-74.2026,16.0,0.9346,14.95,completed,20,5,1,0,1
B005283,C0033,W0006,P0053,walk_30,2024-01-24T08:15:00,30,07042,40.8098,-74.2026,16.0,1.2418,19.87,cancelled,8,2,1,1,0
B005284,C0033,W0005,P0053,overnight,2024-01-27T11:30:00,720,07042,40.8098,-74.2026,55.0,1.0008,55.04,completed,11,5,1,0,1
B005285,C0034,W0003,P0048,walk_30,2024-01-22T11:45:00,30,07201,40.6634,-74.2107,16.0,1.0226,16.36,cancelled,11,0,1,0,0
B005286,C0035,W0007,P0066,walk_60,2024-01-21T19:30:00,60,07302,40.7178,-74.0431,24.0,1.061,25.46,no_show,19,6,1,1,1
B005287,C0035,W0008,P0066,overnight,2024-01-25T17:15:00,720,07302,40.7178,-74.0431,55.0,1.2199,67.09,completed,17,3,1,1,0
B005288,C0035,W0008,P0066,drop_in,2024-01-25T18:15:00,20,07302,40.7178,-74.0431,14.0,1.1531,16.14,completed,18,3,1,1,0
B005289,C0035,W0006,P0014,walk_30,2024-01-21T19:45:00,30,07302,40.7178,-74.0431,16.0,1.0753,17.2,completed,19,6,1,1,1
B005290,C0035,W0001,P0014,walk_60,2024-01-26T12:30:00,60,07302,40.7178,-74.0431,24.0,1.0314,24.75,completed,12,4,1,0,0
B005291,C0035,W0005,P0066,drop_in,2024-01-25T09:45:00,20,07302,40.7178,-74.0431,14.0,1.304,18.26,cancelled,9,3,1,1,0
B005292,C0036,W0002,P0012,walk_30,2024-01-22T09:30:00,30,07042,40.8098,-74.2026,16.0,1.2995,20.79,completed,9,0,1,1,0
B005293,C0036,W0006,P0012,walk_60,2024-01-23T19:45:00,60,07042,40.8098,-74.2026,24.0,1.1439,27.45,completed,19,1,1,1,0
B005294,C0036,W0006,P0012,walk_60,2024-01-27T18:00:00,60,07042,40.8098,-74.2026,24.0,1.065,25.56,completed,18,5,1,1,1
B005295,C0036,W0002,P0005,walk_30,2024-01-25T08:45:00,30,07042,40.8098,-74.2026,16.0,1.2584,20.13,completed,8,3,1,1,0
B005296,C0036,W0005,P0012,overnight,2024-01-23T10:30:00,720,07042,40.8098,-74.2026,55.0,1.0001,55.01,completed,10,1,1,0,0
B005297,C0038,W0004,P0060,overnight,2024-01-23T08:00:00,720,07103,40.7282,-74.2107,55.0,1.2392,68.16,completed,8,1,1,1,0
B005298,C0038,W0002,P0051,walk_60,2024-01-24T06:45:00,60,07103,40.7282,-74.2107,24.0,1.0028,24.07,completed,6,2,1,0,0
B005299,C0038,W0001,P0051,walk_30,2024-01-21T07:30:00,30,07103,40.7282,-74.2107,16.0,1.1445,18.31,completed,7,6,1,1,1
B005300,C0038,W0006,P0060,drop_in,2024-01-24T07:30:00,20,07103,40.7282,-74.2107,14.0,1.289,18.05,completed,7,2,1,1,0
B005301,C0038,W0001,P0051,overnight,2024-01-26T14:00:00,720,07103,40.7282,-74.2107,55.0,1.0256,56.41,completed,14,4,1,0,0
B005302,C0038,W0004,P0051,overnight,2024-01-23T16:15:00,720,07103,40.7282,-74.2107,55.0,0.9995,54.97,completed,16,1,1,0,0
B005303,C0039,W0001,P0050,drop_in,2024-01-24T12:45:00,20,07083,40.6998,-74.2612,14.0,1.078,15.09,completed,12,2,1,0,0
B005304,C0039,W0001,P0050,drop_in,2024-01-23T15:00:00,20,07083,40.6998,-74.2612,14.0,1.0129,14.18,completed,15,1,1,0,0
B005305,C0040,W0001,P0013,walk_30,2024-01-24T16:15:00,30,07302,40.7178,-74.0431,16.0,1.0385,16.62,completed,16,2,1,0,0
B005306,C0041,W0005,P0032,walk_30,2024-01-21T07:15:00,30,07042,40.8098,-74.2026,16.0,1.1585,18.54,completed,7,6,1,1,1
B005307,C0041,W0005,P0032,drop_in,2024-01-25T10:00:00,20,07042,40.8098,-74.2026,14.0,1.0002,14.0,completed,10,3,1,0,0
B005308,C0041,W0006,P0032,walk_60,2024-01-27T18:00:00,60,07042,40.8098,-74.2026,24.0,1.0847,26.03,completed,18,5,1,1,1
B005309,C0042,W0007,P0061,walk_30,2024-01-21T07:15:00,30,07108,40.7151,-74.2154,16.0,1.0699,17.12,completed,7,6,1,1,1
B005310,C0043,W0004,P0032,overnight,2024-01-21T10:00:00,720,07083,40.6998,-74.2612,55.0,0.9564,52.6,completed,10,6,1,0,1
B005311,C0043,W0002,P0032,drop_in,2024-01-24T07:45:00,20,07083,40.6998,-74.2612,14.0,1.1753,16.45,completed,7,2,1,1,0
B005312,C0043,W0004,P0023,walk_30,2024-01-23T09:15:00,30,07083,40.6998,-74.2612,16.0,1.2957,20.73,cancelled,9,1,1,1,0
B005313,C0044,W0001,P0010,walk_60,2024-01-27T17:30:00,60,07208,40.6734,-74.1987,24.0,1.1127,26.7,completed,17,5,1,1,1
B005314,C0046,W0002,P0010,overnight,2024-01-25T06:45:00,720,07083,40.6998,-74.2612,55.0,1.0367,57.02,completed,6,3,1,0,0
B005315,C0046,W0002,P0010,drop_in,2024-01-27T13:15:00,20,07083,40.6998,-74.2612,14.0,0.9731,13.62,completed,13,5,1,0,1
B005316,C0046,W0005,P0010,walk_30,2024-01-22T19:00:00,30,07083,40.6998,-74.2612,16.0,1.2099,19.36,cancelled,19,0,1,1,0
B005317,C0046,W0008,P0010,walk_30,2024-01-27T12:15:00,30,07083,40.6998,-74.2612,16.0,1.0085,16.14,completed,12,5,1,0,1
B005318,C0047,W0007,P0059,overnight,2024-01-23T15:30:00,720,07208,40.6734,-74.1987,55.0,1.0211,56.16,completed,15,1,1,0,0
B005319,C0047,W0007,P0059,drop_in,2024-01-21T14:45:00,20,07208,40.6734,-74.1987,14.0,0.9369,13.12,completed,14,6,1,0,1
B005320,C0047,W0003,P0059,walk_30,2024-01-22T17:45:00,30,07208,40.6734,-74.1987,16.0,1.2077,19.32,completed,17,0,1,1,0
B005321,C0048,W0002,P0069,walk_30,2024-01-24T17:30:00,30,07103,40.7282,-74.2107,16.0,1.1629,18.61,completed,17,2,1,1,0
B005322,C0048,W0002,P0069,walk_30,2024-01-22T07:00:00,30,07103,40.7282,-74.2107,16.0,1.1818,18.91,completed,7,0,1,1,0
B005323,C0048,W0002,P0055,walk_30,2024-01-25T12:00:00,30,07103,40.7282,-74.2107,16.0,1.0819,17.31,completed,12,3,1,0,0
B005324,C0048,W0004,P0055,walk_30,2024-01-27T14:15:00,30,07103,40.7282,-74.2107,16.0,0.9365,14.98,completed,14,5,1,0,1
B005325,C0049,W0003,P0061,walk_30,2024-01-25T13:45:00,30,07103,40.7282,-74.2107,16.0,1.0468,16.75,completed,13,3,1,0,0
B005326,C0050,W0007,P0059,overnight,2024-01-21T16:30:00,720,07201,40.6634,-74.2107,55.0,0.9573,52.65,completed,16,6,1,0,1
B005327,C0050,W0003,P0059,drop_in,2024-01-26T13:00:00,20,07201,40.6634,-74.2107,14.0,1.0633,14.89,completed,13,4,1,0,0
B005328,C0052,W0005,P0057,walk_30,2024-01-24T06:00:00,30,07042,40.8098,-74.2026,16.0,0.9779,15.65,completed,6,2,1,0,0
B005329,C0053,W0001,P0039,walk_30,2024-01-21T19:15:00,30,07208,40.6734,-74.1987,16.0,1.1013,17.62,completed,19,6,1,1,1
B005330,C0055,W0005,P0028,drop_in,2024-01-21T17:45:00,20,07305,40.6987,-74.0876,14.0,1.1147,15.61,completed,17,6,1,1,1
B005331,C0055,W0005,P0028,walk_60,2024-01-27T13:00:00,60,07305,40.6987,-74.0876,24.0,0.9983,23.96,completed,13,5,1,0,1
B005332,C0055,W0002,P0028,walk_30,2024-01-27T08:00:00,30,07305,40.6987,-74.0876,16.0,1.164,18.62,completed,8,5,1,1,1
B005333,C0055,W0005,P0028,walk_30,2024-01-27T08:15:00,30,07305,40.6987,-74.0876,16.0,1.1269,18.03,completed,8,5,1,1,1
B005334,C0056,W0002,P0049,walk_30,2024-01-25T09:30:00,30,07042,40.8098,-74.2026,16.0,1.1759,18.81,completed,9,3,1,1,0
B005335,C0056,W0006,P0029,walk_30,2024-01-27T15:30:00,30,07042,40.8098,-74.2026,16.0,0.9514,15.22,completed,15,5,1,0,1
B005336,C0058,W0006,P0045,walk_30,2024-01-24T07:30:00,30,07106,40.7432,-74.2365,16.0,1.244,19.9,completed,7,2,1,1,0
B005337,C0001,W0001,P0043,walk_30,2024-02-02T19:30:00,30,07017,40.7651,-74.2099,16.0,1.1548,18.48,completed,19,4,2,1,0
B005338,C0001,W0005,P0043,walk_30,2024-01-30T10:00:00,30,07017,40.7651,-74.2099,16.0,1.0179,16.29,completed,10,1,1,0,0
B005339,C0001,W0008,P0043,overnight,2024-01-30T07:30:00,720,07017,40.7651,-74.2099,55.0,1.321,72.66,completed,7,1,1,1,0
B005340,C0001,W0005,P0043,walk_30,2024-02-03T07:15:00,30,07017,40.7651,-74.2099,16.0,1.1099,17.76,completed,7,5,2,1,1
B005341,C0001,W0004,P0043,walk_30,2024-01-28T09:30:00,30,07017,40.7651,-74.2099,16.0,1.0763,17.22,cancelled,9,6,1,1,1
B005342,C0002,W0003,P0012,drop_in,2024-01-30T09:45:00,20,07043,40.8293,-74.1943,14.0,1.194,16.72,no_show,9,1,1,1,0
B005343,C0004,W0006,P0042,overnight,2024-02-02T09:45:00,720,07018,40.7537,-74.2321,55.0,1.1958,65.77,completed,9,4,2,1,0
B005344,C0004,W0003,P0042,walk_60,2024-02-02T08:45:00,60,07018,40.7537,-74.2321,24.0,1.3291,31.9,completed,8,4,2,1,0
B005345,C0004,W0007,P0042,overnight,2024-02-03T08:45:00,720,07018,40.7537,-74.2321,55.0,1.149,63.2,completed,8,5,2,1,1
B005346,C0005,W0004,P0016,overnight,2024-01-31T19:00:00,720,07017,40.7651,-74.2099,55.0,1.2006,66.03,completed,19,2,1,1,0
B005347,C0005,W0007,P0016,walk_60,2024-02-03T11:45:00,60,07017,40.7651,-74.2099,24.0,0.9931,23.83,completed,11,5,2,0,1
B005348,C0005,W0003,P0016,walk_30,2024-01-30T08:45:00,30,07017,40.7651,-74.2099,16.0,1.2949,20.72,completed,8,1,1,1,0
B005349,C0005,W0003,P0016,walk_30,2024-01-30T15:00:00,30,07017,40.7651,-74.2099,16.0,1.0325,16.52,completed,15,1,1,0,0
B005350,C0006,W0004,P0015,drop_in,2024-01-31T18:15:00,20,07043,40.8293,-74.1943,14.0,1.2168,17.04,completed,18,2,1,1,0
B005351,C0007,W0003,P0030,walk_60,2024-01-29T20:30:00,60,07305,40.6987,-74.0876,24.0,0.9974,23.94,completed,20,0,1,0,0
B005352,C0007,W0001,P0030,walk_60,2024-02-02T16:45:00,60,07305,40.6987,-74.0876,24.0,1.0088,24.21,completed,16,4,2,0,0
B005353,C0007,W0007,P0030,walk_30,2024-02-01T18:30:00,30,07305,40.6987,-74.0876,16.0,1.1811,18.9,completed,18,3,2,1,0
B005354,C0010,W0006,P0040,walk_30,2024-02-03T11:00:00,30,07018,40.7537,-74.2321,16.0,0.9584,15.33,completed,11,5,2,0,1
B005355,C0011,W0006,P0063,walk_30,2024-02-02T18:15:00,30,07108,40.7151,-74.2154,16.0,1.2236,19.58,completed,18,4,2,1,0
B005356,C0011,W0006,P0063,drop_in,2024-01-28T09:30:00,20,07108,40.7151,-74.2154,14.0,1.0678,14.95,completed,9,6,1,1,1
B005357,C0011,W0005,P0063,walk_60,2024-02-03T07:15:00,60,07108,40.7151,-74.2154,24.0,1.0922,26.21,completed,7,5,2,1,1
B005358,C0011,W0001,P0063,drop_in,2024-02-02T12:00:00,20,07108,40.7151,-74.2154,14.0,1.0835,15.17,completed,12,4,2,0,0
B005359,C0011,W0005,P0063,walk_30,2024-02-01T09:30:00,30,07108,40.7151,-74.2154,16.0,1.2915,20.66,completed,9,3,2,1,0
B005360,C0012,W0005,P0029,overnight,2024-01-30T08:00:00,720,07043,40.8293,-74.1943,55.0,1.3048,71.76,completed,8,1,1,1,0
B005361,C0012,W0004,P0029,walk_60,2024-02-03T08:45:00,60,07043,40.8293,-74.1943,24.0,1.141,27.38,completed,8,5,2,1,1
B005362,C0014,W0008,P0024,walk_30,2024-01-29T14:45:00,30,07305,40.6987,-74.0876,16.0,1.0194,16.31,completed,14,0,1,0,0
B005363,C0015,W0002,P0070,walk_30,2024-02-03T17:15:00,30,07018,40.7537,-74.2321,16.0,1.0684,17.09,completed,17,5,2,1,1
B005364,C0015,W0004,P0070,walk_30,2024-01-29T17:00:00,30,07018,40.7537,-74.2321,16.0,1.2041,19.27,completed,17,0,1,1,0
B005365,C0015,W0002,P0070,walk_30,2024-02-02T09:00:00,30,07018,40.7537,-74.2321,16.0,1.3295,21.27,completed,9,4,2,1,0
B005366,C0018,W0003,P0020,walk_60,2024-02-01T14:45:00,60,07108,40.7151,-74.2154,24.0,0.9862,23.67,completed,14,3,2,0,0
B005367,C0018,W0004,P0020,drop_in,2024-01-31T20:45:00,20,07108,40.7151,-74.2154,14.0,0.9988,13.98,completed,20,2,1,0,0
B005368,C0018,W0003,P0020,drop_in,2024-01-30T11:30:00,20,07108,40.7151,-74.2154,14.0,1.0293,14.41,completed,11,1,1,0,0
B005369,C0018,W0004,P0020,walk_60,2024-02-01T08:15:00,60,07108,40.7151,-74.2154,24.0,1.3075,31.38,completed,8,3,2,1,0
B005370,C0019,W0006,P0034,walk_60,2024-01-30T08:30:00,60,07042,40.8098,-74.2026,24.0,1.1948,28.68,completed,8,1,1,1,0
B005371,C0020,W0002,P0043,walk_60,2024-01-30T07:00:00,60,07042,40.8098,-74.2026,24.0,1.3311,31.95,completed,7,1,1,1,0
B005372,C0020,W0006,P0011,overnight,2024-02-03T18:15:00,720,07042,40.8098,-74.2026,55.0,1.0598,58.29,no_show,18,5,2,1,1
B005373,C0022,W0006,P0004,walk_30,2024-01-30T07:30:00,30,07106,40.7432,-74.2365,16.0,1.2638,20.22,completed,7,1,1,1,0
B005374,C0022,W0003,P0004,overnight,2024-02-01T12:45:00,720,07106,40.7432,-74.2365,55.0,1.0919,60.05,completed,12,3,2,0,0
B005375,C0022,W0007,P0004,walk_60,2024-01-31T11:45:00,60,07106,40.7432,-74.2365,24.0,1.0694,25.67,completed,11,2,1,0,0
B005376,C0023,W0005,P0056,walk_60,2024-02-01T07:45:00,60,07042,40.8098,-74.2026,24.0,1.2885,30.92,completed,7,3,2,1,0
B005377,C0024,W0001,P0025,walk_30,2024-01-31T19:00:00,30,07104,40.7587,-74.1624,16.0,1.2045,19.27,completed,19,2,1,1,0
B005378,C0024,W0001,P0036,walk_60,2024-01-28T16:15:00,60,07104,40.7587,-74.1624,24.0,0.9594,23.03,completed,16,6,1,0,1
B005379,C0028,W0007,P0040,walk_30,2024-02-03T14:15:00,30,07103,40.7282,-74.2107,16.0,0.938,15.01,completed,14,5,2,0,1
B005380,C0028,W0002,P0040,drop_in,2024-01-31T18:30:00,20,07103,40.7282,-74.2107,14.0,1.2267,17.17,completed,18,2,1,1,0
B005381,C0029,W0001,P0067,walk_30,2024-01-28T09:00:00,30,07106,40.7432,-74.2365,16.0,1.0748,17.2,completed,9,6,1,1,1
B005382,C0029,W0007,P0067,walk_60,2024-01-30T16:15:00,60,07106,40.7432,-74.2365,24.0,0.9982,23.96,completed,16,1,1,0,0
B005383,C0029,W0004,P0058,walk_30,2024-01-30T16:15:00,30,07106,40.7432,-74.2365,16.0,1.0135,16.22,completed,16,1,1,0,0
B005384,C0029,W0002,P0067,overnight,2024-01-31T07:00:00,720,07106,40.7432,-74.2365,55.0,1.2107,66.59,completed,7,2,1,1,0
B005385,C0030,W0003,P0035,walk_30,2024-01-30T07:45:00,30,07201,40.6634,-74.2107,16.0,1.3104,20.97,completed,7,1,1,1,0
B005386,C0030,W0003,P0035,walk_30,2024-01-28T08:00:00,30,07201,40.6634,-74.2107,16.0,1.1515,18.42,completed,8,6,1,1,1
B005387,C0030,W0007,P0035,walk_60,2024-01-30T19:30:00,60,07201,40.6634,-74.2107,24.0,1.2198,29.28,completed,19,1,1,1,0
B005388,C0031,W0002,P0006,walk_60,2024-01-30T18:45:00,60,07208,40.6734,-74.1987,24.0,1.2331,29.59,completed,18,1,1,1,0
B005389,C0031,W0003,P0006,walk_30,2024-01-31T07:00:00,30,07208,40.6734,-74.1987,16.0,1.2333,19.73,completed,7,2,1,1,0
B005390,C0031,W0004,P0006,walk_60,2024-01-31T12:30:00,60,07208,40.6734,-74.1987,24.0,1.0474,25.14,completed,12,2,1,0,0
B005391,C0033,W0005,P0053,drop_in,2024-02-01T18:15:00,20,07042,40.8098,-74.2026,14.0,1.1988,16.78,completed,18,3,2,1,0
B005392,C0033,W0002,P0007,overnight,2024-01-29T12:15:00,720,07042,40.8098,-74.2026,55.0,1.0256,56.41,completed,12,0,1,0,0
B005393,C0034,W0007,P0048,walk_60,2024-02-01T10:30:00,60,07201,40.6634,-74.2107,24.0,1.0346,24.83,completed,10,3,2,0,0
B005394,C0035,W0004,P0014,drop_in,2024-01-30T08:45:00,20,07302,40.7178,-74.0431,14.0,1.3329,18.66,completed,8,1,1,1,0
B005395,C0035,W0007,P0066,walk_60,2024-02-02T18:15:00,60,07302,40.7178,-74.0431,24.0,1.1618,27.88,completed,18,4,2,1,0
B005396,C0036,W0005,P0005,walk_60,2024-02-03T17:45:00,60,07042,40.8098,-74.2026,24.0,1.0713,25.71,completed,17,5,2,1,1
B005397,C0036,W0005,P0012,overnight,2024-01-31T06:45:00,720,07042,40.8098,-74.2026,55.0,0.9768,53.72,completed,6,2,1,0,0
B005398,C0036,W0006,P0005,walk_30,2024-01-31T18:45:00,30,07042,40.8098,-74.2026,16.0,1.1419,18.27,no_show,18,2,1,1,0
B005399,C0037,W0002,P0027,walk_60,2024-02-03T12:15:00,60,07042,40.8098,-74.2026,24.0,1.0005,24.01,completed,12,5,2,0,1
B005400,C0037,W0006,P0027,drop_in,2024-01-29T11:00:00,20,07042,40.8098,-74.2026,14.0,1.0816,15.14,completed,11,0,1,0,0
B005401,C0038,W0008,P0060,walk_30,2024-02-03T07:15:00,30,07103,40.7282,-74.2107,16.0,1.1484,18.37,completed,7,5,2,1,1
B005402,C0039,W0004,P0050,walk_60,2024-01-30T08:15:00,60,07083,40.6998,-74.2612,24.0,1.3118,31.48,completed,8,1,1,1,0
B005403,C0040,W0007,P0013,walk_60,2024-02-02T14:30:00,60,07302,40.7178,-74.0431,24.0,1.0177,24.42,completed,14,4,2,0,0
B005404,C0041,W0006,P0032,walk_60,2024-01-31T10:45:00,60,07042,40.8098,-74.2026,24.0,0.978,23.47,completed,10,2,1,0,0
B005405,C0041,W0002,P0032,walk_60,2024-01-30T07:15:00,60,07042,40.8098,-74.2026,24.0,1.2068,28.96,completed,7,1,1,1,0
B005406,C0041,W0005,P0032,walk_30,2024-01-30T09:15:00,30,07042,40.8098,-74.2026,16.0,1.2677,20.28,no_show,9,1,1,1,0
B005407,C0041,W0006,P0032,walk_30,2024-01-28T12:00:00,30,07042,40.8098,-74.2026,16.0,1.011,16.18,completed,12,6,1,0,1
B005408,C0042,W0003,P0061,drop_in,2024-01-30T06:00:00,20,07108,40.7151,-74.2154,14.0,0.9874,13.82,completed,6,1,1,0,0
B005409,C0043,W0008,P0023,walk_30,2024-01-31T13:15:00,30,07083,40.6998,-74.2612,16.0,1.0504,16.81,completed,13,2,1,0,0
B005410,C0044,W0007,P0010,walk_60,2024-01-30T09:15:00,60,07208,40.6734,-74.1987,24.0,1.2754,30.61,completed,9,1,1,1,0
B005411,C0047,W0006,P0059,walk_60,2024-01-28T12:45:00,60,07208,40.6734,-74.1987,24.0,1.008,24.19,completed,12,6,1,0,1
B005412,C0047,W0005,P0059,walk_30,2024-02-03T11:30:00,30,07208,40.6734,-74.1987,16.0,0.962,15.39,completed,11,5,2,0,1
B005413,C0048,W0002,P0055,walk_30,2024-02-01T11:15:00,30,07103,40.7282,-74.2107,16.0,1.0738,17.18,completed,11,3,2,0,0
B005414,C0048,W0006,P0069,walk_60,2024-02-02T13:45:00,60,07103,40.7282,-74.2107,24.0,1.0264,24.63,completed,13,4,2,0,0
B005415,C0048,W0008,P0069,walk_60,2024-01-31T19:45:00,60,07103,40.7282,-74.2107,24.0,1.1694,28.07,completed,19,2,1,1,0
B005416,C0048,W0002,P0055,walk_60,2024-02-03T19:45:00,60,07103,40.7282,-74.2107,24.0,1.105,26.52,completed,19,5,2,1,1
B005417,C0049,W0002,P0061,walk_60,2024-01-31T07:30:00,60,07103,40.7282,-74.2107,24.0,1.2096,29.03,completed,7,2,1,1,0
B005418,C0049,W0005,P0061,walk_30,2024-02-01T20:00:00,30,07103,40.7282,-74.2107,16.0,1.0032,16.05,completed,20,3,2,0,0
B005419,C0049,W0004,P0061,walk_60,2024-01-29T08:15:00,60,07103,40.7282,-74.2107,24.0,1.2841,30.82,completed,8,0,1,1,0
B005420,C0050,W0007,P0006,walk_30,2024-01-31T09:00:00,30,07201,40.6634,-74.2107,16.0,1.1794,18.87,completed,9,2,1,1,0
B005421,C0050,W0007,P0059,walk_30,2024-01-29T10:00:00,30,07201,40.6634,-74.2107,16.0,1.0091,16.15,completed,10,0,1,0,0
B005422,C0050,W0003,P0059,walk_30,2024-01-30T17:15:00,30,07201,40.6634,-74.2107,16.0,1.2512,20.02,completed,17,1,1,1,0
B005423,C0050,W0007,P0006,overnight,2024-01-29T19:00:00,720,07201,40.6634,-74.2107,55.0,1.1317,62.24,completed,19,0,1,1,0
B005424,C0050,W0003,P0059,overnight,2024-02-01T06:45:00,720,07201,40.6634,-74.2107,55.0,1.025,56.37,completed,6,3,2,0,0
B005425,C0051,W0001,P0054,walk_60,2024-01-30T10:45:00,60,07043,40.8293,-74.1943,24.0,1.0289,24.69,no_show,10,1,1,0,0
B005426,C0052,W0005,P0057,walk_60,2024-02-02T07:00:00,60,07042,40.8098,-74.2026,24.0,1.2103,29.05,completed,7,4,2,1,0
B005427,C0055,W0008,P0028,walk_60,2024-01-28T19:45:00,60,07305,40.6987,-74.0876,24.0,1.0716,25.72,completed,19,6,1,1,1
B005428,C0055,W0001,P0028,walk_60,2024-01-31T07:15:00,60,07305,40.6987,-74.0876,24.0,1.1931,28.63,completed,7,2,1,1,0
B005429,C0055,W0008,P0028,walk_30,2024-02-03T12:15:00,30,07305,40.6987,-74.0876,16.0,0.9813,15.7,completed,12,5,2,0,1
B005430,C0056,W0005,P0049,walk_30,2024-01-29T18:00:00,30,07042,40.8098,-74.2026,16.0,1.1966,19.15,completed,18,0,1,1,0
B005431,C0056,W0005,P0049,walk_30,2024-01-29T19:30:00,30,07042,40.8098,-74.2026,16.0,1.134,18.14,completed,19,0,1,1,0
B005432,C0056,W0005,P0049,walk_60,2024-02-02T12:30:00,60,07042,40.8098,-74.2026,24.0,1.0621,25.49,completed,12,4,2,0,0
B005433,C0058,W0001,P0045,walk_60,2024-01-31T15:45:00,60,07106,40.7432,-74.2365,24.0,0.9833,23.6,completed,15,2,1,0,0
B005434,C0058,W0008,P0045,overnight,2024-02-02T08:00:00,720,07106,40.7432,-74.2365,55.0,1.2073,66.4,completed,8,4,2,1,0
B005435,C0059,W0001,P0017,walk_30,2024-02-02T13:45:00,30,07103,40.7282,-74.2107,16.0,1.0531,16.85,completed,13,4,2,0,0
B005436,C0060,W0008,P0047,walk_60,2024-02-01T18:45:00,60,07052,40.8051,-74.2543,24.0,1.2453,29.89,completed,18,3,2,1,0
B005437,C0060,W0008,P0047,overnight,2024-02-02T10:45:00,720,07052,40.8051,-74.2543,55.0,1.0076,55.42,no_show,10,4,2,0,0
B005438,C0001,W0004,P0043,overnight,2024-02-07T09:30:00,720,07017,40.7651,-74.2099,55.0,1.3348,73.41,completed,9,2,2,1,0
B005439,C0001,W0001,P0043,drop_in,2024-02-06T16:45:00,20,07017,40.7651,-74.2099,14.0,1.0001,14.0,completed,16,1,2,0,0
B005440,C0001,W0007,P0043,walk_60,2024-02-07T09:45:00,60,07017,40.7651,-74.2099,24.0,1.2703,30.49,completed,9,2,2,1,0
B005441,C0002,W0006,P0012,walk_30,2024-02-10T12:30:00,30,07043,40.8293,-74.1943,16.0,0.9934,15.89,completed,12,5,2,0,1
B005442,C0002,W0005,P0012,drop_in,2024-02-08T08:30:00,20,07043,40.8293,-74.1943,14.0,1.2946,18.12,completed,8,3,2,1,0
B005443,C0003,W0005,P0041,drop_in,2024-02-10T17:15:00,20,07018,40.7537,-74.2321,14.0,1.1116,15.56,completed,17,5,2,1,1
B005444,C0004,W0003,P0042,walk_30,2024-02-09T08:00:00,30,07018,40.7537,-74.2321,16.0,1.1778,18.84,completed,8,4,2,1,0
B005445,C0006,W0003,P0015,walk_30,2024-02-07T08:45:00,30,07043,40.8293,-74.1943,16.0,1.2646,20.23,completed,8,2,2,1,0
B005446,C0007,W0006,P0030,walk_30,2024-02-10T18:45:00,30,07305,40.6987,-74.0876,16.0,1.0878,17.4,completed,18,5,2,1,1
B005447,C0008,W0008,P0031,drop_in,2024-02-04T20:15:00,20,07103,40.7282,-74.2107,14.0,0.9457,13.24,completed,20,6,2,0,1
B005448,C0008,W0001,P0031,walk_30,2024-02-04T17:45:00,30,07103,40.7282,-74.2107,16.0,1.0507,16.81,completed,17,6,2,1,1
B005449,C0008,W0007,P0031,walk_60,2024-02-09T13:30:00,60,07103,40.7282,-74.2107,24.0,1.0271,24.65,completed,13,4,2,0,0
B005450,C0008,W0007,P0031,walk_60,2024-02-05T15:45:00,60,07103,40.7282,-74.2107,24.0,1.0375,24.9,completed,15,0,2,0,0
B005451,C0008,W0001,P0031,walk_30,2024-02-09T07:30:00,30,07103,40.7282,-74.2107,16.0,1.2099,19.36,completed,7,4,2,1,0
B005452,C0011,W0002,P0063,walk_60,2024-02-10T10:30:00,60,07108,40.7151,-74.2154,24.0,0.9341,22.42,completed,10,5,2,0,1
B005453,C0012,W0005,P0029,walk_60,2024-02-05T17:15:00,60,07043,40.8293,-74.1943,24.0,1.1624,27.9,completed,17,0,2,1,0
B005454,C0015,W0007,P0070,walk_30,2024-02-09T18:15:00,30,07018,40.7537,-74.2321,16.0,1.1897,19.04,completed,18,4,2,1,0
B005455,C0015,W0004,P0070,walk_60,2024-02-07T06:45:00,60,07018,40.7537,-74.2321,24.0,1.0321,24.77,completed,6,2,2,0,0
B005456,C0015,W0007,P0070,walk_30,2024-02-07T07:30:00,30,07018,40.7537,-74.2321,16.0,1.286,20.58,no_show,7,2,2,1,0
B005457,C0016,W0001,P0001,overnight,2024-02-07T15:45:00,720,07106,40.7432,-74.2365,55.0,0.9898,54.44,completed,15,2,2,0,0
B005458,C0018,W0004,P0020,walk_30,2024-02-05T07:45:00,30,07108,40.7151,-74.2154,16.0,1.2168,19.47,completed,7,0,2,1,0
B005459,C0019,W0006,P0037,walk_60,2024-02-05T09:00:00,60,07042,40.8098,-74.2026,24.0,1.3065,31.36,completed,9,0,2,1,0
