review_id,booking_id,client_id,walker_id,rating,body,sentiment_label,posted_at
R003409,B005112,C0050,W0007,4,Absolutely love Natalie! Sam is always tired and happy after walks.,positive,2024-01-12T15:45:00
R003410,B005113,C0052,W0005,5,Absolutely love Priya! Roscoe is always tired and happy after walks.,positive,2024-01-13T01:30:00
R003411,B005118,C0055,W0003,3,Cleo is professional. Walks are on schedule.,neutral,2024-01-08T14:30:00
R003412,B005119,C0055,W0002,5,Our anxious dog warmed up to Devon immediately. That says everything.,positive,2024-01-13T13:15:00
R003413,B005122,C0055,W0008,4,Marcus goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-14T07:15:00
R003414,B005123,C0056,W0002,5,Devon treats Bentley like her own. We couldn't ask for more.,positive,2024-01-13T09:15:00
R003415,B005124,C0059,W0004,5,Jordan treats Ruby like her own. We couldn't ask for more.,positive,2024-01-16T18:30:00
R003416,B005125,C0060,W0008,4,Our anxious dog warmed up to Marcus immediately. That says everything.,positive,2024-01-08T12:30:00
R003417,B005126,C0001,W0004,5,Our anxious dog warmed up to Jordan immediately. That says everything.,positive,2024-01-17T14:45:00
R003418,B005128,C0001,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2024-01-20T14:00:00
R003419,B005129,C0001,W0001,5,Best walker we've ever had. Maggie gets so excited when Amara arrives.,positive,2024-01-19T00:00:00
R003420,B005130,C0001,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-19T15:00:00
R003421,B005131,C0001,W0002,4,5 stars every time. Maggie has improved so much with consistent walks.,positive,2024-01-18T14:00:00
R003422,B005132,C0001,W0004,5,5 stars every time. Maggie has improved so much with consistent walks.,positive,2024-01-17T16:30:00
R003423,B005133,C0002,W0004,4,5 stars every time. Harley has improved so much with consistent walks.,positive,2024-01-20T00:00:00
R003424,B005134,C0002,W0008,4,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2024-01-20T07:15:00
R003425,B005137,C0002,W0005,3,Fine experience. Gets the job done.,neutral,2024-01-16T09:00:00
R003426,B005139,C0002,W0004,4,Jordan is so reliable and sends great photo updates every time.,positive,2024-01-18T08:15:00
R003427,B005140,C0004,W0003,5,Best walker we've ever had. Willow gets so excited when Cleo arrives.,positive,2024-01-21T04:00:00
R003428,B005143,C0006,W0008,5,Rosie absolutely adores Marcus. We feel so lucky to have found her.,positive,2024-01-20T17:00:00
R003429,B005145,C0008,W0002,5,5 stars every time. Penny has improved so much with consistent walks.,positive,2024-01-21T01:00:00
R003430,B005146,C0008,W0005,4,"Professional, caring, and thorough. Priya sends detailed reports after each visit.",positive,2024-01-15T21:15:00
R003431,B005147,C0008,W0005,5,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-17T20:00:00
R003432,B005148,C0011,W0008,2,Expected GPS updates but didn't receive any for this walk.,negative,2024-01-23T16:45:00
R003433,B005149,C0011,W0003,3,"Reliable and punctual. Does what's asked, communication is fine.",neutral,2024-01-20T06:45:00
R003434,B005150,C0011,W0002,5,Bentley absolutely adores Devon. We feel so lucky to have found her.,positive,2024-01-22T15:15:00
R003435,B005151,C0011,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2024-01-19T07:00:00
R003436,B005152,C0012,W0001,5,Amara treats Bentley like her own. We couldn't ask for more.,positive,2024-01-20T16:45:00
R003437,B005153,C0012,W0001,5,Amara is so reliable and sends great photo updates every time.,positive,2024-01-20T03:15:00
R003438,B005155,C0012,W0004,4,Absolutely love Jordan! Bentley is always tired and happy after walks.,positive,2024-01-19T13:45:00
R003439,B005158,C0012,W0007,1,Communication could be better. Didn't hear back for hours.,negative,2024-01-21T11:00:00
R003440,B005159,C0015,W0007,5,"Professional, caring, and thorough. Natalie sends detailed reports after each visit.",positive,2024-01-15T20:00:00
R003441,B005162,C0018,W0006,5,Absolutely love Chris! Harley is always tired and happy after walks.,positive,2024-01-17T09:15:00
R003442,B005164,C0018,W0004,5,Always on time and so communicative. Jordan is a gem.,positive,2024-01-23T00:00:00
R003443,B005165,C0018,W0007,5,Best walker we've ever had. Harley gets so excited when Natalie arrives.,positive,2024-01-20T19:15:00
R003444,B005174,C0024,W0001,5,Duke absolutely adores Amara. We feel so lucky to have found her.,positive,2024-01-17T16:00:00
R003445,B005176,C0025,W0005,5,Angel absolutely adores Priya. We feel so lucky to have found her.,positive,2024-01-15T12:00:00
R003446,B005177,C0026,W0002,4,5 stars every time. Axel has improved so much with consistent walks.,positive,2024-01-20T05:00:00
R003447,B005181,C0029,W0004,5,5 stars every time. Mochi has improved so much with consistent walks.,positive,2024-01-23T00:00:00
R003448,B005183,C0029,W0001,4,Our anxious dog warmed up to Amara immediately. That says everything.,positive,2024-01-20T08:45:00
R003449,B005184,C0029,W0007,4,Natalie is so reliable and sends great photo updates every time.,positive,2024-01-17T01:00:00
R003450,B005185,C0030,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2024-01-17T06:45:00
R003451,B005186,C0030,W0003,5,Our anxious dog warmed up to Cleo immediately. That says everything.,positive,2024-01-21T13:45:00
R003452,B005192,C0031,W0003,5,5 stars every time. Gus has improved so much with consistent walks.,positive,2024-01-21T14:45:00
R003453,B005193,C0031,W0002,4,Gus absolutely adores Devon. We feel so lucky to have found her.,positive,2024-01-22T02:30:00
R003454,B005195,C0032,W0008,5,Marcus treats Bella like her own. We couldn't ask for more.,positive,2024-01-17T03:00:00
R003455,B005196,C0033,W0006,4,Always on time and so communicative. Chris is a gem.,positive,2024-01-18T08:15:00
R003456,B005197,C0033,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2024-01-19T19:00:00
R003457,B005198,C0034,W0007,5,Natalie treats Coco like her own. We couldn't ask for more.,positive,2024-01-21T14:30:00
R003458,B005199,C0034,W0003,3,Cleo is professional. Walks are on schedule.,neutral,2024-01-21T06:45:00
R003459,B005200,C0034,W0003,4,Coco absolutely adores Cleo. We feel so lucky to have found her.,positive,2024-01-20T12:45:00
R003460,B005201,C0034,W0003,4,Cleo treats Coco like her own. We couldn't ask for more.,positive,2024-01-19T18:00:00
R003461,B005202,C0034,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-19T12:00:00
R003462,B005203,C0035,W0005,5,Always on time and so communicative. Priya is a gem.,positive,2024-01-22T13:30:00
R003463,B005204,C0035,W0006,4,Our anxious dog warmed up to Chris immediately. That says everything.,positive,2024-01-17T05:15:00
R003464,B005205,C0035,W0004,5,5 stars every time. Murphy has improved so much with consistent walks.,positive,2024-01-20T20:15:00
R003465,B005206,C0035,W0007,5,5 stars every time. Murphy has improved so much with consistent walks.,positive,2024-01-20T16:30:00
R003466,B005207,C0035,W0001,5,Amara treats Molly like her own. We couldn't ask for more.,positive,2024-01-20T07:15:00
R003467,B005208,C0035,W0008,5,Absolutely love Marcus! Molly is always tired and happy after walks.,positive,2024-01-17T17:45:00
R003468,B005209,C0037,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-20T12:15:00
R003469,B005210,C0037,W0006,4,Our anxious dog warmed up to Chris immediately. That says everything.,positive,2024-01-19T00:00:00
R003470,B005212,C0038,W0007,5,Shadow absolutely adores Natalie. We feel so lucky to have found her.,positive,2024-01-17T11:30:00
R003471,B005213,C0039,W0004,5,5 stars every time. Lily has improved so much with consistent walks.,positive,2024-01-14T18:00:00
R003472,B005214,C0039,W0003,1,Walk was cut short. Ginger came back with energy still to burn.,negative,2024-01-21T18:30:00
R003473,B005215,C0046,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-21T22:30:00
R003474,B005216,C0047,W0008,4,5 stars every time. Sam has improved so much with consistent walks.,positive,2024-01-19T15:30:00
R003475,B005217,C0047,W0003,4,Always on time and so communicative. Cleo is a gem.,positive,2024-01-19T10:00:00
R003476,B005218,C0048,W0002,4,Devon treats Luna like her own. We couldn't ask for more.,positive,2024-01-16T01:15:00
R003477,B005219,C0048,W0008,5,Absolutely love Marcus! Luna is always tired and happy after walks.,positive,2024-01-17T02:45:00
R003478,B005221,C0048,W0006,5,Zoe absolutely adores Chris. We feel so lucky to have found her.,positive,2024-01-17T18:15:00
R003479,B005222,C0049,W0002,4,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2024-01-23T07:15:00
R003480,B005223,C0050,W0003,3,Good experience overall. Gus was well taken care of.,neutral,2024-01-20T22:45:00
R003481,B005226,C0052,W0006,5,Absolutely love Chris! Lola is always tired and happy after walks.,positive,2024-01-21T08:00:00
R003482,B005227,C0053,W0008,5,Marcus is so reliable and sends great photo updates every time.,positive,2024-01-17T07:45:00
R003483,B005228,C0053,W0007,5,Best walker we've ever had. Penny gets so excited when Natalie arrives.,positive,2024-01-21T06:15:00
R003484,B005229,C0055,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2024-01-16T14:30:00
R003485,B005230,C0055,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-18T02:45:00
R003486,B005232,C0058,W0004,5,Absolutely love Jordan! Gus is always tired and happy after walks.,positive,2024-01-16T07:00:00
R003487,B005233,C0058,W0003,4,Always on time and so communicative. Cleo is a gem.,positive,2024-01-18T05:00:00
R003488,B005234,C0059,W0004,3,Fine experience. Gets the job done.,neutral,2024-01-18T03:00:00
R003489,B005235,C0001,W0003,5,Cleo is so reliable and sends great photo updates every time.,positive,2024-01-26T09:30:00
R003490,B005236,C0001,W0008,5,Always on time and so communicative. Marcus is a gem.,positive,2024-01-23T16:00:00
R003491,B005237,C0001,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-25T04:15:00
R003492,B005238,C0001,W0005,4,Best walker we've ever had. Maggie gets so excited when Priya arrives.,positive,2024-01-28T11:15:00
R003493,B005242,C0004,W0003,2,Communication could be better. Didn't hear back for hours.,negative,2024-01-23T17:30:00
R003494,B005243,C0005,W0004,5,Our anxious dog warmed up to Jordan immediately. That says everything.,positive,2024-01-25T16:15:00
R003495,B005244,C0005,W0008,5,5 stars every time. Gus has improved so much with consistent walks.,positive,2024-01-29T14:15:00
R003496,B005245,C0005,W0001,5,Gus absolutely adores Amara. We feel so lucky to have found her.,positive,2024-01-24T01:00:00
R003497,B005247,C0005,W0008,2,Communication could be better. Didn't hear back for hours.,negative,2024-01-22T01:15:00
R003498,B005248,C0006,W0002,5,Best walker we've ever had. Rosie gets so excited when Devon arrives.,positive,2024-01-27T11:15:00
R003499,B005252,C0006,W0007,5,Always on time and so communicative. Natalie is a gem.,positive,2024-01-26T10:00:00
R003500,B005253,C0007,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-24T19:30:00
R003501,B005254,C0011,W0008,5,Our anxious dog warmed up to Marcus immediately. That says everything.,positive,2024-01-27T17:15:00
R003502,B005257,C0019,W0006,5,5 stars every time. Buddy has improved so much with consistent walks.,positive,2024-01-26T12:15:00
R003503,B005258,C0019,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2024-01-26T04:45:00
R003504,B005260,C0019,W0005,5,"Professional, caring, and thorough. Priya sends detailed reports after each visit.",positive,2024-01-29T08:45:00
R003505,B005261,C0019,W0002,5,Devon goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-27T10:00:00
R003506,B005262,C0019,W0006,4,Chris is so reliable and sends great photo updates every time.,positive,2024-01-27T06:45:00
R003507,B005263,C0019,W0005,4,"Professional, caring, and thorough. Priya sends detailed reports after each visit.",positive,2024-01-25T21:45:00
R003508,B005264,C0022,W0004,5,Bear absolutely adores Jordan. We feel so lucky to have found her.,positive,2024-01-28T00:45:00
R003509,B005265,C0023,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-26T23:00:00
R003510,B005266,C0023,W0005,5,Absolutely love Priya! Gracie is always tired and happy after walks.,positive,2024-01-23T21:15:00
R003511,B005268,C0028,W0005,4,Always on time and so communicative. Priya is a gem.,positive,2024-01-24T19:15:00
R003512,B005269,C0028,W0006,1,Chris arrived 20 minutes late with no heads up.,negative,2024-01-22T19:30:00
R003513,B005270,C0028,W0004,4,Jordan goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-28T22:30:00
R003514,B005271,C0028,W0001,3,Nothing to complain about. Would use again.,neutral,2024-01-24T04:00:00
R003515,B005274,C0029,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2024-01-26T21:15:00
R003516,B005275,C0029,W0002,5,5 stars every time. Mochi has improved so much with consistent walks.,positive,2024-01-26T05:15:00
R003517,B005276,C0030,W0003,4,Always on time and so communicative. Cleo is a gem.,positive,2024-01-24T14:00:00
R003518,B005278,C0031,W0005,5,"Professional, caring, and thorough. Priya sends detailed reports after each visit.",positive,2024-01-27T10:30:00
R003519,B005279,C0031,W0008,5,Absolutely love Marcus! Gus is always tired and happy after walks.,positive,2024-01-27T23:15:00
R003520,B005280,C0032,W0008,4,Bella absolutely adores Marcus. We feel so lucky to have found her.,positive,2024-01-23T17:00:00
R003521,B005281,C0032,W0004,5,Jordan treats Bella like her own. We couldn't ask for more.,positive,2024-01-28T09:00:00
R003522,B005284,C0033,W0005,4,Absolutely love Priya! Stella is always tired and happy after walks.,positive,2024-01-30T10:30:00
R003523,B005289,C0035,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2024-01-22T09:45:00
R003524,B005293,C0036,W0006,4,Absolutely love Chris! Harley is always tired and happy after walks.,positive,2024-01-25T04:45:00
R003525,B005294,C0036,W0006,5,Always on time and so communicative. Chris is a gem.,positive,2024-01-30T10:00:00
R003526,B005297,C0038,W0004,5,Best walker we've ever had. Shadow gets so excited when Jordan arrives.,positive,2024-01-26T06:00:00
R003527,B005298,C0038,W0002,3,Nothing to complain about. Would use again.,neutral,2024-01-26T03:45:00
R003528,B005299,C0038,W0001,4,Amara treats Ellie like her own. We couldn't ask for more.,positive,2024-01-21T14:30:00
R003529,B005300,C0038,W0006,4,Chris is so reliable and sends great photo updates every time.,positive,2024-01-26T08:30:00
R003530,B005303,C0039,W0001,5,Amara goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-26T00:45:00
R003531,B005304,C0039,W0001,5,Always on time and so communicative. Amara is a gem.,positive,2024-01-25T16:00:00
R003532,B005305,C0040,W0001,4,Always on time and so communicative. Amara is a gem.,positive,2024-01-27T15:15:00
R003533,B005306,C0041,W0005,5,5 stars every time. Lucy has improved so much with consistent walks.,positive,2024-01-23T19:15:00
R003534,B005307,C0041,W0005,5,Our anxious dog warmed up to Priya immediately. That says everything.,positive,2024-01-25T19:00:00
R003535,B005308,C0041,W0006,4,Chris is so reliable and sends great photo updates every time.,positive,2024-01-28T09:00:00
R003536,B005309,C0042,W0007,5,"Professional, caring, and thorough. Natalie sends detailed reports after each visit.",positive,2024-01-22T18:15:00
R003537,B005310,C0043,W0004,4,Jordan is so reliable and sends great photo updates every time.,positive,2024-01-23T13:00:00
R003538,B005313,C0044,W0001,5,Amara treats Dexter like her own. We couldn't ask for more.,positive,2024-01-29T08:30:00
R003539,B005314,C0046,W0002,5,"Professional, caring, and thorough. Devon sends detailed reports after each visit.",positive,2024-01-26T13:45:00
R003540,B005315,C0046,W0002,3,Good experience overall. Dexter was well taken care of.,neutral,2024-01-28T00:15:00
R003541,B005318,C0047,W0007,5,Best walker we've ever had. Sam gets so excited when Natalie arrives.,positive,2024-01-23T17:30:00
R003542,B005319,C0047,W0007,5,Absolutely love Natalie! Sam is always tired and happy after walks.,positive,2024-01-21T17:45:00
R003543,B005320,C0047,W0003,4,Absolutely love Cleo! Sam is always tired and happy after walks.,positive,2024-01-25T05:45:00
R003544,B005321,C0048,W0002,1,Devon arrived 20 minutes late with no heads up.,negative,2024-01-25T17:30:00
R003545,B005322,C0048,W0002,4,Our anxious dog warmed up to Devon immediately. That says everything.,positive,2024-01-23T17:00:00
R003546,B005323,C0048,W0002,5,Always on time and so communicative. Devon is a gem.,positive,2024-01-27T14:00:00
R003547,B005324,C0048,W0004,4,Absolutely love Jordan! Luna is always tired and happy after walks.,positive,2024-01-29T15:15:00
R003548,B005325,C0049,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2024-01-26T00:45:00
R003549,B005326,C0050,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2024-01-23T00:30:00
R003550,B005327,C0050,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2024-01-28T00:00:00
R003551,B005328,C0052,W0005,5,Always on time and so communicative. Priya is a gem.,positive,2024-01-26T02:00:00
R003552,B005330,C0055,W0005,5,5 stars every time. Izzy has improved so much with consistent walks.,positive,2024-01-24T14:45:00
R003553,B005331,C0055,W0005,5,Priya treats Izzy like her own. We couldn't ask for more.,positive,2024-01-27T19:00:00
R003554,B005332,C0055,W0002,5,Absolutely love Devon! Izzy is always tired and happy after walks.,positive,2024-01-27T10:00:00
R003555,B005334,C0056,W0002,4,Devon is so reliable and sends great photo updates every time.,positive,2024-01-27T07:30:00
R003556,B005336,C0058,W0006,4,Our anxious dog warmed up to Chris immediately. That says everything.,positive,2024-01-26T00:30:00
R003557,B005337,C0001,W0001,4,Amara is so reliable and sends great photo updates every time.,positive,2024-02-04T09:30:00
R003558,B005338,C0001,W0005,5,Priya is so reliable and sends great photo updates every time.,positive,2024-01-30T11:00:00
R003559,B005340,C0001,W0005,3,Fine experience. Gets the job done.,neutral,2024-02-04T04:15:00
R003560,B005343,C0004,W0006,4,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-03T20:45:00
R003561,B005344,C0004,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2024-02-02T12:45:00
R003562,B005345,C0004,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2024-02-03T11:45:00
R003563,B005346,C0005,W0004,5,Gus absolutely adores Jordan. We feel so lucky to have found her.,positive,2024-02-01T16:00:00
R003564,B005348,C0005,W0003,5,Best walker we've ever had. Gus gets so excited when Cleo arrives.,positive,2024-01-31T17:45:00
R003565,B005349,C0005,W0003,5,Cleo treats Gus like her own. We couldn't ask for more.,positive,2024-01-31T01:00:00
R003566,B005353,C0007,W0007,5,Absolutely love Natalie! Chloe is always tired and happy after walks.,positive,2024-02-03T05:30:00
R003567,B005355,C0011,W0006,5,Chris is so reliable and sends great photo updates every time.,positive,2024-02-05T05:15:00
R003568,B005356,C0011,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-01-30T16:30:00
R003569,B005358,C0011,W0001,5,Amara treats Bentley like her own. We couldn't ask for more.,positive,2024-02-04T01:00:00
R003570,B005363,C0015,W0002,4,Best walker we've ever had. Cooper gets so excited when Devon arrives.,positive,2024-02-06T04:15:00
R003571,B005364,C0015,W0004,3,"Reliable and punctual. Does what's asked, communication is fine.",neutral,2024-01-30T01:00:00
R003572,B005365,C0015,W0002,5,Devon treats Cooper like her own. We couldn't ask for more.,positive,2024-02-04T05:00:00
R003573,B005366,C0018,W0003,3,Nothing to complain about. Would use again.,neutral,2024-02-02T20:45:00
R003574,B005367,C0018,W0004,4,Absolutely love Jordan! Harley is always tired and happy after walks.,positive,2024-02-01T22:45:00
R003575,B005368,C0018,W0003,5,5 stars every time. Harley has improved so much with consistent walks.,positive,2024-01-31T00:30:00
R003576,B005369,C0018,W0004,2,"Not a bad walker but not consistent. Some days great, some days not.",negative,2024-02-01T21:15:00
R003577,B005374,C0022,W0003,5,Always on time and so communicative. Cleo is a gem.,positive,2024-02-02T20:45:00
R003578,B005375,C0022,W0007,4,Natalie goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-02T17:45:00
R003579,B005377,C0024,W0001,2,Walk was cut short. Rocky came back with energy still to burn.,negative,2024-02-02T18:00:00
R003580,B005379,C0028,W0007,5,5 stars every time. Zeus has improved so much with consistent walks.,positive,2024-02-06T13:15:00
R003581,B005381,C0029,W0001,4,Best walker we've ever had. Mochi gets so excited when Amara arrives.,positive,2024-01-31T06:00:00
R003582,B005383,C0029,W0004,5,Always on time and so communicative. Jordan is a gem.,positive,2024-02-02T06:15:00
R003583,B005385,C0030,W0003,5,Always on time and so communicative. Cleo is a gem.,positive,2024-01-31T02:45:00
R003584,B005386,C0030,W0003,5,Always on time and so communicative. Cleo is a gem.,positive,2024-01-30T12:00:00
R003585,B005387,C0030,W0007,4,5 stars every time. Stella has improved so much with consistent walks.,positive,2024-02-02T03:30:00
R003586,B005389,C0031,W0003,5,Cleo goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-02T04:00:00
R003587,B005390,C0031,W0004,4,Gus absolutely adores Jordan. We feel so lucky to have found her.,positive,2024-02-02T17:30:00
R003588,B005391,C0033,W0005,5,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-04T03:15:00
R003589,B005393,C0034,W0007,3,Natalie is good. Coco seems comfortable with them.,neutral,2024-02-04T01:30:00
R003590,B005394,C0035,W0004,4,Always on time and so communicative. Jordan is a gem.,positive,2024-02-01T11:45:00
R003591,B005396,C0036,W0005,5,Absolutely love Priya! Bella is always tired and happy after walks.,positive,2024-02-06T09:45:00
R003592,B005397,C0036,W0005,5,Absolutely love Priya! Harley is always tired and happy after walks.,positive,2024-01-31T13:45:00
R003593,B005399,C0037,W0002,5,Devon goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-05T04:15:00
R003594,B005402,C0039,W0004,5,Jordan is so reliable and sends great photo updates every time.,positive,2024-02-01T19:15:00
R003595,B005403,C0040,W0007,3,"Solid service, no complaints. Simba always comes back walked.",neutral,2024-02-04T03:30:00
R003596,B005404,C0041,W0006,1,Walk was cut short. Lucy came back with energy still to burn.,negative,2024-02-02T03:45:00
R003597,B005405,C0041,W0002,5,Devon is so reliable and sends great photo updates every time.,positive,2024-01-31T21:15:00
R003598,B005407,C0041,W0006,4,Best walker we've ever had. Lucy gets so excited when Chris arrives.,positive,2024-01-29T22:00:00
R003599,B005408,C0042,W0003,5,"Professional, caring, and thorough. Cleo sends detailed reports after each visit.",positive,2024-02-02T05:00:00
R003600,B005409,C0043,W0008,5,Marcus is so reliable and sends great photo updates every time.,positive,2024-02-03T10:15:00
R003601,B005410,C0044,W0007,4,5 stars every time. Dexter has improved so much with consistent walks.,positive,2024-02-01T22:15:00
R003602,B005411,C0047,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2024-01-31T03:45:00
R003603,B005413,C0048,W0002,5,Devon is so reliable and sends great photo updates every time.,positive,2024-02-02T09:15:00
R003604,B005414,C0048,W0006,5,Our anxious dog warmed up to Chris immediately. That says everything.,positive,2024-02-05T05:45:00
R003605,B005416,C0048,W0002,4,Always on time and so communicative. Devon is a gem.,positive,2024-02-05T09:45:00
R003606,B005417,C0049,W0002,4,Devon is so reliable and sends great photo updates every time.,positive,2024-01-31T23:30:00
R003607,B005418,C0049,W0005,5,Always on time and so communicative. Priya is a gem.,positive,2024-02-04T01:00:00
R003608,B005419,C0049,W0004,4,5 stars every time. Lily has improved so much with consistent walks.,positive,2024-01-30T23:15:00
R003609,B005420,C0050,W0007,5,5 stars every time. Gus has improved so much with consistent walks.,positive,2024-02-02T08:00:00
R003610,B005423,C0050,W0007,5,5 stars every time. Gus has improved so much with consistent walks.,positive,2024-02-01T03:00:00
R003611,B005427,C0055,W0008,5,Izzy absolutely adores Marcus. We feel so lucky to have found her.,positive,2024-01-31T03:45:00
R003612,B005428,C0055,W0001,5,5 stars every time. Izzy has improved so much with consistent walks.,positive,2024-02-01T14:15:00
R003613,B005429,C0055,W0008,4,Marcus goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-03T23:15:00
R003614,B005430,C0056,W0005,5,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-01T03:00:00
R003615,B005431,C0056,W0005,4,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-01T02:30:00
R003616,B005432,C0056,W0005,5,Priya treats Finn like her own. We couldn't ask for more.,positive,2024-02-03T10:30:00
R003617,B005433,C0058,W0001,4,Amara goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-02T22:45:00
R003618,B005434,C0058,W0008,5,Absolutely love Marcus! Gus is always tired and happy after walks.,positive,2024-02-03T21:00:00
R003619,B005436,C0060,W0008,5,Our anxious dog warmed up to Marcus immediately. That says everything.,positive,2024-02-04T10:45:00
R003620,B005438,C0001,W0004,4,Jordan treats Maggie like her own. We couldn't ask for more.,positive,2024-02-10T00:30:00
R003621,B005439,C0001,W0001,5,Absolutely love Amara! Maggie is always tired and happy after walks.,positive,2024-02-07T20:45:00
R003622,B005440,C0001,W0007,4,Absolutely love Natalie! Maggie is always tired and happy after walks.,positive,2024-02-09T12:45:00
R003623,B005442,C0002,W0005,4,Priya goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-10T04:30:00
R003624,B005443,C0003,W0005,4,"Professional, caring, and thorough. Priya sends detailed reports after each visit.",positive,2024-02-11T03:15:00
R003625,B005444,C0004,W0003,5,Best walker we've ever had. Willow gets so excited when Cleo arrives.,positive,2024-02-10T04:00:00
R003626,B005445,C0006,W0003,3,"Solid service, no complaints. Rosie always comes back walked.",neutral,2024-02-07T17:45:00
R003627,B005448,C0008,W0001,5,Our anxious dog warmed up to Amara immediately. That says everything.,positive,2024-02-06T07:45:00
R003628,B005449,C0008,W0007,1,Walk was cut short. Penny came back with energy still to burn.,negative,2024-02-11T17:30:00
R003629,B005450,C0008,W0007,5,Our anxious dog warmed up to Natalie immediately. That says everything.,positive,2024-02-07T16:45:00
R003630,B005451,C0008,W0001,5,Absolutely love Amara! Penny is always tired and happy after walks.,positive,2024-02-09T23:30:00
R003631,B005452,C0011,W0002,5,Devon goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-10T19:30:00
R003632,B005453,C0012,W0005,4,5 stars every time. Bentley has improved so much with consistent walks.,positive,2024-02-08T13:15:00
R003633,B005454,C0015,W0007,5,Absolutely love Natalie! Cooper is always tired and happy after walks.,positive,2024-02-10T00:15:00
R003634,B005457,C0016,W0001,3,"Solid service, no complaints. Oscar always comes back walked.",neutral,2024-02-08T10:45:00
R003635,B005458,C0018,W0004,5,Jordan goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-05T09:45:00
R003636,B005461,C0020,W0006,5,"Professional, caring, and thorough. Chris sends detailed reports after each visit.",positive,2024-02-09T06:00:00
R003637,B005463,C0021,W0004,5,Always on time and so communicative. Jordan is a gem.,positive,2024-02-08T04:15:00
R003638,B005465,C0022,W0006,4,Chris treats Bear like her own. We couldn't ask for more.,positive,2024-02-09T02:15:00
R003639,B005466,C0022,W0007,3,Natalie is professional. Walks are on schedule.,neutral,2024-02-11T08:15:00
R003640,B005468,C0022,W0002,3,Decent service. Bear seems happy enough after walks.,neutral,2024-02-09T15:00:00
R003641,B005469,C0022,W0002,3,Fine experience. Gets the job done.,neutral,2024-02-11T13:45:00
R003642,B005472,C0025,W0006,5,Chris goes above and beyond. Highly recommend to anyone in the area.,positive,2024-02-09T15:00:00
R003643,B005473,C0028,W0006,1,Walk was cut short. Zeus came back with energy still to burn.,negative,2024-02-07T11:45:00
R003644,B005474,C0028,W0008,5,Best walker we've ever had. Zeus gets so excited when Marcus arrives.,positive,2024-02-06T12:00:00
R003645,B005475,C0028,W0008,5,Marcus treats Zeus like her own. We couldn't ask for more.,positive,2024-02-12T14:30:00
R003646,B005476,C0028,W0005,5,Zeus absolutely adores Priya. We feel so lucky to have found her.,positive,2024-02-06T06:15:00
R003647,B005478,C0028,W0008,5,Absolutely love Marcus! Zeus is always tired and happy after walks.,positive,2024-02-08T22:15:00
R003648,B005479,C0029,W0008,5,"Professional, caring, and thorough. Marcus sends detailed reports after each visit.",positive,2024-02-07T09:00:00
